src,trg
"orange vest directs busy traffic .","G.add_edge(' vest ',' directs ') newline G.add_edge(' vest ',' orange ') newline G.add_edge(' traffic ',' busy ') newline"
"pink chalk covered gray pavement . women riding horses . dark-haired man shaving neck . is there a relation between women and horses ? how is man ? how is neck ?","G.add_edge(' chalk ',' covered ') newline G.add_edge(' chalk ',' pink ') newline G.add_edge(' pavement ',' gray ') newline G.add_edge(' women ',' horses ',action=' riding ') newline G.add_edge(' women ',' riding ') newline G.add_edge(' man ',' shaving ') newline G.add_edge(' man ',' dark-haired ') newline  G.has_edge(' women ',' horses ') newline G.has_edge(' man ',' dark-haired ') newline "
"a jacket all wearing glasses .","G.add_edge(' jacket ',' glasses ',action=' wearing ') newline G.add_edge(' jacket ',' wearing ') newline"
"young men selling baked goods . how is men ? how is goods ?","G.add_edge(' men ',' selling ') newline G.add_edge(' men ',' young ') newline G.add_edge(' goods ',' baked ') newline G.has_edge(' men ',' young ') newline G.has_edge(' goods ',' baked ') newline"
"a man a jumps up . is there a relation between man and up ?","G.add_edge(' man ',' up ',action=' jumps ') newline G.add_edge(' man ',' jumps ') newline G.has_edge(' man ',' up ') newline"
"red kite flying yellow overhead . red cap prepares grilled food . people at are jogging . how is overhead ?","G.add_edge(' kite ',' flying ') newline G.add_edge(' kite ',' red ') newline G.add_edge(' overhead ',' yellow ') newline G.add_edge(' cap ',' prepares ') newline G.add_edge(' cap ',' red ') newline G.add_edge(' food ',' grilled ') newline G.add_edge(' people ',' jogging ',action=' are ') newline G.add_edge(' people ',' are ') newline G.has_edge(' overhead ',' yellow ') newline"
"at sculptures take on .","G.add_edge(' sculptures ',' on ',action=' take ') newline G.add_edge(' sculptures ',' take ') newline"
"blue shirts riding snowy mountain .","G.add_edge(' shirts ',' riding ') newline G.add_edge(' shirts ',' blue ') newline G.add_edge(' mountain ',' snowy ') newline"
"a dog a jumping over .","G.add_edge(' dog ',' over ',action=' jumping ') newline G.add_edge(' dog ',' jumping ') newline"
"a jersey playing soccer . a dog play together . does dog chases ?","G.add_edge(' jersey ',' soccer ',action=' playing ') newline G.add_edge(' jersey ',' playing ') newline G.add_edge(' dog ',' together ',action=' play ') newline G.add_edge(' dog ',' play ') newline G.has_edge(' dog ',' chases ') newline"
"teenagers play music . is there a teenagers ?","G.add_edge(' teenagers ',' music ',action=' play ') newline G.add_edge(' teenagers ',' play ') newline G.has_node(' teenagers ') newline"
"blue truck hauling red vehicles . the window watching radars . does window watching ?","G.add_edge(' truck ',' hauling ') newline G.add_edge(' truck ',' blue ') newline G.add_edge(' vehicles ',' red ') newline G.add_edge(' window ',' radars ',action=' watching ') newline G.add_edge(' window ',' watching ') newline G.has_edge(' window ',' watching ') newline"
"small crowd throwing confetti . how is confetti ?","G.add_edge(' crowd ',' throwing ') newline G.add_edge(' crowd ',' small ') newline  "
"old roof observing cooking something . black dog perform white frisbee . people walk around . how is roof ? how is something ? does people are ?","G.add_edge(' roof ',' observing ') newline G.add_edge(' roof ',' old ') newline G.add_edge(' something ',' cooking ') newline G.add_edge(' dog ',' perform ') newline G.add_edge(' dog ',' black ') newline G.add_edge(' frisbee ',' white ') newline G.add_edge(' people ',' around ',action=' walk ') newline G.add_edge(' people ',' walk ') newline G.has_edge(' roof ',' old ') newline G.has_edge(' something ',' cooking ') newline G.has_edge(' people ',' are ') newline"
"players move quickly . shirt picks up .","G.add_edge(' players ',' quickly ',action=' move ') newline G.add_edge(' players ',' move ') newline G.add_edge(' shirt ',' up ',action=' picks ') newline G.add_edge(' shirt ',' picks ') newline"
"older people playing blue string . of ladies show off .","G.add_edge(' people ',' playing ') newline G.add_edge(' people ',' older ') newline G.add_edge(' string ',' blue ') newline G.add_edge(' ladies ',' off ',action=' show ') newline G.add_edge(' ladies ',' show ') newline"
"other people holding plastic bags . seat over turned backwards . a woman all look out . how is bags ? does woman missing ?","G.add_edge(' people ',' holding ') newline G.add_edge(' people ',' other ') newline G.add_edge(' bags ',' plastic ') newline G.add_edge(' seat ',' backwards ',action=' turned ') newline G.add_edge(' seat ',' turned ') newline G.add_edge(' woman ',' out ',action=' look ') newline G.add_edge(' woman ',' look ') newline G.has_edge(' bags ',' plastic ') newline G.has_edge(' woman ',' missing ') newline"
"of men are fly-fishing . is there a relation between men and fly-fishing ?","G.add_edge(' men ',' fly-fishing ',action=' are ') newline G.add_edge(' men ',' are ') newline G.has_edge(' men ',' fly-fishing ') newline"
"rust colored coat . young children holding orange butterfly . of men while sitting together .","G.add_edge(' rust ',' coat ',action=' colored ') newline G.add_edge(' rust ',' colored ') newline G.add_edge(' children ',' holding ') newline G.add_edge(' children ',' young ') newline G.add_edge(' butterfly ',' orange ') newline G.add_edge(' men ',' together ',action=' sitting ') newline G.add_edge(' men ',' sitting ') newline"
"cheerleaders perform stunts . ladies playing cards . is there a relation between cheerleaders and stunts ?","G.add_edge(' cheerleaders ',' stunts ',action=' perform ') newline G.add_edge(' cheerleaders ',' perform ') newline G.add_edge(' ladies ',' cards ',action=' playing ') newline G.add_edge(' ladies ',' playing ') newline G.has_edge(' cheerleaders ',' stunts ') newline"
"blue shirt is brushing . how is brushing ?","G.add_edge(' shirt ',' is ') newline G.add_edge(' shirt ',' blue ') newline  "
"few guys playing electric guitar . child wearing in goggles .","G.add_edge(' guys ',' playing ') newline G.add_edge(' guys ',' few ') newline G.add_edge(' guitar ',' electric ') newline G.add_edge(' child ',' goggles ',action=' wearing ') newline G.add_edge(' child ',' wearing ') newline"
"a building on has smoke . does building has ?","G.add_edge(' building ',' smoke ',action=' has ') newline G.add_edge(' building ',' has ') newline G.has_edge(' building ',' has ') newline"
"olympics playing female tennis . how is tennis ?","G.add_edge(' olympics ',' playing ') newline  G.add_edge(' tennis ',' female ') newline G.has_edge(' tennis ',' female ') newline"
"rainbow striped white shirt . firemen move about . how is rainbow ? how is shirt ? does firemen turning ?","G.add_edge(' rainbow ',' striped ') newline  G.add_edge(' shirt ',' white ') newline G.add_edge(' firemen ',' about ',action=' move ') newline G.add_edge(' firemen ',' move ') newline  G.has_edge(' shirt ',' white ') newline G.has_edge(' firemen ',' turning ') newline"
"the flag designed bats .","G.add_edge(' flag ',' bats ',action=' designed ') newline G.add_edge(' flag ',' designed ') newline"
"girl play together . new year mopping floors . young girl wearing orange safety .","G.add_edge(' girl ',' together ',action=' play ') newline G.add_edge(' girl ',' play ') newline G.add_edge(' year ',' mopping ') newline G.add_edge(' year ',' new ') newline  G.add_edge(' girl ',' wearing ') newline G.add_edge(' girl ',' young ') newline G.add_edge(' safety ',' orange ') newline"
"a suit that is smoking . other men playing horseshoes . does suit locks ? how is men ? how is horseshoes ?","G.add_edge(' suit ',' smoking ',action=' is ') newline G.add_edge(' suit ',' is ') newline G.add_edge(' men ',' playing ') newline G.add_edge(' men ',' other ') newline  G.has_edge(' suit ',' locks ') newline G.has_edge(' men ',' other ') newline "
"woman wearing in jeans . is there a woman ?","G.add_edge(' woman ',' jeans ',action=' wearing ') newline G.add_edge(' woman ',' wearing ') newline G.has_node(' woman ') newline"
"tongue stuck out . man is singing . does man is ?","G.add_edge(' tongue ',' out ',action=' stuck ') newline G.add_edge(' tongue ',' stuck ') newline G.add_edge(' man ',' singing ',action=' is ') newline G.add_edge(' man ',' is ') newline G.has_edge(' man ',' is ') newline"
"other people ride other horses . white halter dressing male standing .","G.add_edge(' people ',' ride ') newline G.add_edge(' people ',' other ') newline G.add_edge(' horses ',' other ') newline G.add_edge(' halter ',' dressing ') newline G.add_edge(' halter ',' white ') newline G.add_edge(' standing ',' male ') newline"
"of children shoot baskets . no shirt while holding up . puppies snuggling together . does shirt holding ? does puppies are ?","G.add_edge(' children ',' baskets ',action=' shoot ') newline G.add_edge(' children ',' shoot ') newline G.add_edge(' shirt ',' up ',action=' holding ') newline G.add_edge(' shirt ',' holding ') newline G.add_edge(' puppies ',' together ',action=' snuggling ') newline G.add_edge(' puppies ',' snuggling ') newline G.has_edge(' shirt ',' holding ') newline G.has_edge(' puppies ',' are ') newline"
"a-hole watch pours creamer . how is creamer ?","G.add_edge(' watch ',' pours ') newline G.add_edge(' watch ',' a-hole ') newline  "
"woman sits backwards . of kids while playing video . does woman sits ?","G.add_edge(' woman ',' backwards ',action=' sits ') newline G.add_edge(' woman ',' sits ') newline G.add_edge(' kids ',' video ',action=' playing ') newline G.add_edge(' kids ',' playing ') newline G.has_edge(' woman ',' sits ') newline"
"a woman some are singing . young girls wear green straw . does woman are ? how is girls ? how is straw ?","G.add_edge(' woman ',' singing ',action=' are ') newline G.add_edge(' woman ',' are ') newline G.add_edge(' girls ',' wear ') newline G.add_edge(' girls ',' young ') newline G.add_edge(' straw ',' green ') newline G.has_edge(' woman ',' are ') newline G.has_edge(' girls ',' young ') newline G.has_edge(' straw ',' green ') newline"
"people while eating outdoors . african man plays outdoor music . female companion eating snacks . how is man ? how is music ?","G.add_edge(' people ',' outdoors ',action=' eating ') newline G.add_edge(' people ',' eating ') newline G.add_edge(' man ',' plays ') newline G.add_edge(' man ',' african ') newline G.add_edge(' music ',' outdoor ') newline G.add_edge(' companion ',' eating ') newline G.add_edge(' companion ',' female ') newline  G.has_edge(' man ',' african ') newline G.has_edge(' music ',' outdoor ') newline"
"tiny stool gives opposite directions .","G.add_edge(' stool ',' gives ') newline G.add_edge(' stool ',' tiny ') newline G.add_edge(' directions ',' opposite ') newline"
"a man gazes upwards . people walking down . is there a relation between man and upwards ?","G.add_edge(' man ',' upwards ',action=' gazes ') newline G.add_edge(' man ',' gazes ') newline G.add_edge(' people ',' down ',action=' walking ') newline G.add_edge(' people ',' walking ') newline G.has_edge(' man ',' upwards ') newline"
"of adults while standing inside .","G.add_edge(' adults ',' inside ',action=' standing ') newline G.add_edge(' adults ',' standing ') newline"
"shorts on is rowing . sign on is partially . a fan watches traffic . is there a relation between shorts and rowing ? does sign saying ? is there a relation between fan and traffic ?","G.add_edge(' shorts ',' rowing ',action=' is ') newline G.add_edge(' shorts ',' is ') newline G.add_edge(' sign ',' partially ',action=' is ') newline G.add_edge(' sign ',' is ') newline G.add_edge(' fan ',' traffic ',action=' watches ') newline G.add_edge(' fan ',' watches ') newline G.has_edge(' shorts ',' rowing ') newline G.has_edge(' sign ',' saying ') newline G.has_edge(' fan ',' traffic ') newline"
"a coat for watching ducks . is there a relation between coat and ducks ?","G.add_edge(' coat ',' ducks ',action=' watching ') newline G.add_edge(' coat ',' watching ') newline G.has_edge(' coat ',' ducks ') newline"
"girl running down . little girl is brushing . of people while playing carnival . is there a people ?","G.add_edge(' girl ',' down ',action=' running ') newline G.add_edge(' girl ',' running ') newline G.add_edge(' girl ',' is ') newline G.add_edge(' girl ',' little ') newline  G.add_edge(' people ',' carnival ',action=' playing ') newline G.add_edge(' people ',' playing ') newline G.has_node(' people ') newline"
"a cap baking cookies . people making line . other children wearing aquatic life . how is life ?","G.add_edge(' cap ',' cookies ',action=' baking ') newline G.add_edge(' cap ',' baking ') newline G.add_edge(' people ',' line ',action=' making ') newline G.add_edge(' people ',' making ') newline G.add_edge(' children ',' wearing ') newline G.add_edge(' children ',' other ') newline G.add_edge(' life ',' aquatic ') newline G.has_edge(' life ',' aquatic ') newline"
"poodles from playing tug-of-war . young man playing male saxophone . is there a poodles ?","G.add_edge(' poodles ',' tug-of-war ',action=' playing ') newline G.add_edge(' poodles ',' playing ') newline G.add_edge(' man ',' playing ') newline G.add_edge(' man ',' young ') newline G.add_edge(' saxophone ',' male ') newline G.has_node(' poodles ') newline"
"red capes ride many bicycles . old women wearing blue boots .","G.add_edge(' capes ',' ride ') newline G.add_edge(' capes ',' red ') newline G.add_edge(' bicycles ',' many ') newline G.add_edge(' women ',' wearing ') newline G.add_edge(' women ',' old ') newline G.add_edge(' boots ',' blue ') newline"
"other adults playing female soccer . woman another walks alone .","G.add_edge(' adults ',' playing ') newline G.add_edge(' adults ',' other ') newline G.add_edge(' soccer ',' female ') newline G.add_edge(' woman ',' alone ',action=' walks ') newline G.add_edge(' woman ',' walks ') newline"
"white stand labeled white pipe . shirt standing away . does shirt smoothing ?","G.add_edge(' stand ',' labeled ') newline G.add_edge(' stand ',' white ') newline G.add_edge(' pipe ',' white ') newline G.add_edge(' shirt ',' away ',action=' standing ') newline G.add_edge(' shirt ',' standing ') newline G.has_edge(' shirt ',' smoothing ') newline"
"for children wearing hats . escalator going up . girls each have fun . does girls compete ?","G.add_edge(' children ',' hats ',action=' wearing ') newline G.add_edge(' children ',' wearing ') newline G.add_edge(' escalator ',' up ',action=' going ') newline G.add_edge(' escalator ',' going ') newline G.add_edge(' girls ',' fun ',action=' have ') newline G.add_edge(' girls ',' have ') newline G.has_edge(' girls ',' compete ') newline"
"green glasses wearing blue flannel . food while looking off . how is glasses ? how is flannel ? does food looking ?","G.add_edge(' glasses ',' wearing ') newline G.add_edge(' glasses ',' green ') newline G.add_edge(' flannel ',' blue ') newline G.add_edge(' food ',' off ',action=' looking ') newline G.add_edge(' food ',' looking ') newline G.has_edge(' glasses ',' green ') newline G.has_edge(' flannel ',' blue ') newline G.has_edge(' food ',' looking ') newline"
"teen guys installing brown tile .","G.add_edge(' guys ',' installing ') newline G.add_edge(' guys ',' teen ') newline G.add_edge(' tile ',' brown ') newline"
"fans wearing teal . sous chefs prepare burgers . does fans wearing ? how is burgers ?","G.add_edge(' fans ',' teal ',action=' wearing ') newline G.add_edge(' fans ',' wearing ') newline G.add_edge(' chefs ',' prepare ') newline G.add_edge(' chefs ',' sous ') newline  G.has_edge(' fans ',' wearing ') newline "
"man another plays music . a man is rowing . asian woman makes colorful paper . is there a relation between man and music ?","G.add_edge(' man ',' music ',action=' plays ') newline G.add_edge(' man ',' plays ') newline G.add_edge(' man ',' rowing ',action=' is ') newline G.add_edge(' man ',' is ') newline G.add_edge(' woman ',' makes ') newline G.add_edge(' woman ',' asian ') newline G.add_edge(' paper ',' colorful ') newline G.has_edge(' man ',' music ') newline"
"of men on playing pool . men a riding bicycles .","G.add_edge(' men ',' pool ',action=' playing ') newline G.add_edge(' men ',' playing ') newline G.add_edge(' men ',' bicycles ',action=' riding ') newline G.add_edge(' men ',' riding ') newline"
"women are out . people play tennis . people while riding elephants . is there a people ?","G.add_edge(' women ',' out ',action=' are ') newline G.add_edge(' women ',' are ') newline G.add_edge(' people ',' tennis ',action=' play ') newline G.add_edge(' people ',' play ') newline G.add_edge(' people ',' elephants ',action=' riding ') newline G.add_edge(' people ',' riding ') newline G.has_node(' people ') newline"
"young children wearing handmade hats .","G.add_edge(' children ',' wearing ') newline G.add_edge(' children ',' young ') newline G.add_edge(' hats ',' handmade ') newline"
"single person playing complete cricket . person wearing jeans . is there a relation between person and jeans ?","G.add_edge(' person ',' playing ') newline G.add_edge(' person ',' single ') newline G.add_edge(' cricket ',' complete ') newline G.add_edge(' person ',' jeans ',action=' wearing ') newline G.add_edge(' person ',' wearing ') newline G.has_edge(' person ',' jeans ') newline"
"young children drawing multiple pictures . men play basketball . a beanie while bending down . how is pictures ?","G.add_edge(' children ',' drawing ') newline G.add_edge(' children ',' young ') newline G.add_edge(' pictures ',' multiple ') newline G.add_edge(' men ',' basketball ',action=' play ') newline G.add_edge(' men ',' play ') newline G.add_edge(' beanie ',' down ',action=' bending ') newline G.add_edge(' beanie ',' bending ') newline G.has_edge(' pictures ',' multiple ') newline"
"young man shoveling white snow .","G.add_edge(' man ',' shoveling ') newline G.add_edge(' man ',' young ') newline G.add_edge(' snow ',' white ') newline"
"couple sit outside . long-sleeve t-shirt performing amazing tricks . young girls wearing longer navy . does couple sit ? how is t-shirt ? how is tricks ?","G.add_edge(' couple ',' outside ',action=' sit ') newline G.add_edge(' couple ',' sit ') newline G.add_edge(' t-shirt ',' performing ') newline G.add_edge(' t-shirt ',' long-sleeve ') newline G.add_edge(' tricks ',' amazing ') newline G.add_edge(' girls ',' wearing ') newline G.add_edge(' girls ',' young ') newline G.add_edge(' navy ',' longer ') newline G.has_edge(' couple ',' sit ') newline G.has_edge(' t-shirt ',' long-sleeve ') newline G.has_edge(' tricks ',' amazing ') newline"
"a woman lies down .","G.add_edge(' woman ',' down ',action=' lies ') newline G.add_edge(' woman ',' lies ') newline"
"children play jenga . the aqua colored stool . as birds fly up . does birds interacting ?","G.add_edge(' children ',' jenga ',action=' play ') newline G.add_edge(' children ',' play ') newline G.add_edge(' aqua ',' stool ',action=' colored ') newline G.add_edge(' aqua ',' colored ') newline G.add_edge(' birds ',' up ',action=' fly ') newline G.add_edge(' birds ',' fly ') newline G.has_edge(' birds ',' interacting ') newline"
"a man while wearing in suit . light while making faces . is there a light ?","G.add_edge(' man ',' suit ',action=' wearing ') newline G.add_edge(' man ',' wearing ') newline G.add_edge(' light ',' faces ',action=' making ') newline G.add_edge(' light ',' making ') newline G.has_node(' light ') newline"
"woman on is jogging .","G.add_edge(' woman ',' jogging ',action=' is ') newline G.add_edge(' woman ',' is ') newline"
"caucasian man are green nature . how is nature ?","G.add_edge(' man ',' are ') newline G.add_edge(' man ',' caucasian ') newline G.add_edge(' nature ',' green ') newline G.has_edge(' nature ',' green ') newline"
"a bench looking down . past pedestrians walk net past .","G.add_edge(' bench ',' down ',action=' looking ') newline G.add_edge(' bench ',' looking ') newline G.add_edge(' pedestrians ',' walk ') newline G.add_edge(' pedestrians ',' past ') newline G.add_edge(' past ',' net ') newline"
"young child holding colorful umbrellas . another man jumping midair . how is umbrellas ? is there a man ?","G.add_edge(' child ',' holding ') newline G.add_edge(' child ',' young ') newline G.add_edge(' umbrellas ',' colorful ') newline G.add_edge(' man ',' midair ',action=' jumping ') newline G.add_edge(' man ',' jumping ') newline G.has_edge(' umbrellas ',' colorful ') newline G.has_node(' man ') newline"
"plates a stacked up . chefs talk together . female guitarist play center . how is guitarist ? how is center ?","G.add_edge(' plates ',' up ',action=' stacked ') newline G.add_edge(' plates ',' stacked ') newline G.add_edge(' chefs ',' together ',action=' talk ') newline G.add_edge(' chefs ',' talk ') newline G.add_edge(' guitarist ',' play ') newline G.add_edge(' guitarist ',' female ') newline  G.has_edge(' guitarist ',' female ') newline "
"robes handling snakes . gray shirt is male skateboarding . in t-shirt looking away . is there a relation between robes and snakes ? how is skateboarding ? does t-shirt leads ?","G.add_edge(' robes ',' snakes ',action=' handling ') newline G.add_edge(' robes ',' handling ') newline G.add_edge(' shirt ',' is ') newline G.add_edge(' shirt ',' gray ') newline G.add_edge(' skateboarding ',' male ') newline G.add_edge(' t-shirt ',' away ',action=' looking ') newline G.add_edge(' t-shirt ',' looking ') newline G.has_edge(' robes ',' snakes ') newline G.has_edge(' skateboarding ',' male ') newline G.has_edge(' t-shirt ',' leads ') newline"
"player heading back . does player prepares ?","G.add_edge(' player ',' back ',action=' heading ') newline G.add_edge(' player ',' heading ') newline G.has_edge(' player ',' prepares ') newline"
"gown walking up . white bench eating traditional ice . how is bench ? how is ice ?","G.add_edge(' gown ',' up ',action=' walking ') newline G.add_edge(' gown ',' walking ') newline G.add_edge(' bench ',' eating ') newline G.add_edge(' bench ',' white ') newline G.add_edge(' ice ',' traditional ') newline G.has_edge(' bench ',' white ') newline G.has_edge(' ice ',' traditional ') newline"
"a dog jumping up . a girl pick out . street carrying papers . is there a relation between girl and out ? is there a street ?","G.add_edge(' dog ',' up ',action=' jumping ') newline G.add_edge(' dog ',' jumping ') newline G.add_edge(' girl ',' out ',action=' pick ') newline G.add_edge(' girl ',' pick ') newline G.add_edge(' street ',' papers ',action=' carrying ') newline G.add_edge(' street ',' carrying ') newline G.has_edge(' girl ',' out ') newline G.has_node(' street ') newline"
"shirt attaches something . young girl kicking smooth rocks .","G.add_edge(' shirt ',' something ',action=' attaches ') newline G.add_edge(' shirt ',' attaches ') newline G.add_edge(' girl ',' kicking ') newline G.add_edge(' girl ',' young ') newline G.add_edge(' rocks ',' smooth ') newline"
"shirtless men wearing different numbers . free runner wearing large orange . how is men ? how is numbers ? how is orange ?","G.add_edge(' men ',' wearing ') newline G.add_edge(' men ',' shirtless ') newline G.add_edge(' numbers ',' different ') newline G.add_edge(' runner ',' wearing ') newline G.add_edge(' runner ',' free ') newline G.add_edge(' orange ',' large ') newline G.has_edge(' men ',' shirtless ') newline G.has_edge(' numbers ',' different ') newline G.has_edge(' orange ',' large ') newline"
"of dogs running around . does dogs are ?","G.add_edge(' dogs ',' around ',action=' running ') newline G.add_edge(' dogs ',' running ') newline G.has_edge(' dogs ',' are ') newline"
"snow drapped mountain .","G.add_edge(' snow ',' mountain ',action=' drapped ') newline G.add_edge(' snow ',' drapped ') newline"
"young kids playing adult video . another man performing stunt . how is video ?","G.add_edge(' kids ',' playing ') newline G.add_edge(' kids ',' young ') newline G.add_edge(' video ',' adult ') newline G.add_edge(' man ',' stunt ',action=' performing ') newline G.add_edge(' man ',' performing ') newline G.has_edge(' video ',' adult ') newline"
"the grass while looking huts . young man jumping midair . people each riding horses . does people riding ?","G.add_edge(' grass ',' huts ',action=' looking ') newline G.add_edge(' grass ',' looking ') newline G.add_edge(' man ',' jumping ') newline G.add_edge(' man ',' young ') newline  G.add_edge(' people ',' horses ',action=' riding ') newline G.add_edge(' people ',' riding ') newline G.has_edge(' people ',' riding ') newline"
"camera looking out .","G.add_edge(' camera ',' out ',action=' looking ') newline G.add_edge(' camera ',' looking ') newline"
"girls while wearing ties . does girls wearing ?","G.add_edge(' girls ',' ties ',action=' wearing ') newline G.add_edge(' girls ',' wearing ') newline G.has_edge(' girls ',' wearing ') newline"
"a man while playing with guitar . boy jumping off . white man wearing white shorts . is there a relation between man and guitar ? does boy jumping ? how is man ? how is shorts ?","G.add_edge(' man ',' guitar ',action=' playing ') newline G.add_edge(' man ',' playing ') newline G.add_edge(' boy ',' off ',action=' jumping ') newline G.add_edge(' boy ',' jumping ') newline G.add_edge(' man ',' wearing ') newline G.add_edge(' man ',' white ') newline G.add_edge(' shorts ',' white ') newline G.has_edge(' man ',' guitar ') newline G.has_edge(' boy ',' jumping ') newline G.has_edge(' man ',' white ') newline G.has_edge(' shorts ',' white ') newline"
"hair a tied back . children wearing life .","G.add_edge(' hair ',' back ',action=' tied ') newline G.add_edge(' hair ',' tied ') newline G.add_edge(' children ',' life ',action=' wearing ') newline G.add_edge(' children ',' wearing ') newline"
"a man all wearing in shorts . young women having free dinner . a man another looks down . how is women ? how is dinner ? is there a man ?","G.add_edge(' man ',' shorts ',action=' wearing ') newline G.add_edge(' man ',' wearing ') newline G.add_edge(' women ',' having ') newline G.add_edge(' women ',' young ') newline G.add_edge(' dinner ',' free ') newline G.add_edge(' man ',' down ',action=' looks ') newline G.add_edge(' man ',' looks ') newline G.has_edge(' women ',' young ') newline G.has_edge(' dinner ',' free ') newline G.has_node(' man ') newline"
"aaa certified tow-truck . men carrying with fishing . is there a relation between men and fishing ?","G.add_edge(' aaa ',' certified ') newline   G.add_edge(' men ',' fishing ',action=' carrying ') newline G.add_edge(' men ',' carrying ') newline G.has_edge(' men ',' fishing ') newline"
"of boys playing in soccer . couple sitting together . a dress walks down . is there a boys ?","G.add_edge(' boys ',' soccer ',action=' playing ') newline G.add_edge(' boys ',' playing ') newline G.add_edge(' couple ',' together ',action=' sitting ') newline G.add_edge(' couple ',' sitting ') newline G.add_edge(' dress ',' down ',action=' walks ') newline G.add_edge(' dress ',' walks ') newline G.has_node(' boys ') newline"
"a jacket shows off . of people walk down . is there a jacket ?","G.add_edge(' jacket ',' off ',action=' shows ') newline G.add_edge(' jacket ',' shows ') newline G.add_edge(' people ',' down ',action=' walk ') newline G.add_edge(' people ',' walk ') newline G.has_node(' jacket ') newline"
"another man finishing up . while children of playing pin . small children holding orange butterfly . does children are ? how is children ? how is butterfly ?","G.add_edge(' man ',' up ',action=' finishing ') newline G.add_edge(' man ',' finishing ') newline G.add_edge(' children ',' pin ',action=' playing ') newline G.add_edge(' children ',' playing ') newline G.add_edge(' children ',' holding ') newline G.add_edge(' children ',' small ') newline G.add_edge(' butterfly ',' orange ') newline G.has_edge(' children ',' are ') newline G.has_edge(' children ',' small ') newline G.has_edge(' butterfly ',' orange ') newline"
"african-american girl wearing red sunglasses .","G.add_edge(' girl ',' wearing ') newline G.add_edge(' girl ',' african-american ') newline G.add_edge(' sunglasses ',' red ') newline"
"girl of doing crafts . is there a girl ?","G.add_edge(' girl ',' crafts ',action=' doing ') newline G.add_edge(' girl ',' doing ') newline G.has_node(' girl ') newline"
"lone woman wearing vibrant red . man some wearing with ice . how is woman ? how is red ?","G.add_edge(' woman ',' wearing ') newline G.add_edge(' woman ',' lone ') newline G.add_edge(' red ',' vibrant ') newline G.add_edge(' man ',' ice ',action=' wearing ') newline G.add_edge(' man ',' wearing ') newline G.has_edge(' woman ',' lone ') newline G.has_edge(' red ',' vibrant ') newline"
"young women riding brown horses . shirt in holds up . male artist wearing red converse . how is women ? how is horses ? is there a shirt ?","G.add_edge(' women ',' riding ') newline G.add_edge(' women ',' young ') newline G.add_edge(' horses ',' brown ') newline G.add_edge(' shirt ',' up ',action=' holds ') newline G.add_edge(' shirt ',' holds ') newline G.add_edge(' artist ',' wearing ') newline G.add_edge(' artist ',' male ') newline G.add_edge(' converse ',' red ') newline G.has_edge(' women ',' young ') newline G.has_edge(' horses ',' brown ') newline G.has_node(' shirt ') newline"
"of workers some wearing orange .","G.add_edge(' workers ',' orange ',action=' wearing ') newline G.add_edge(' workers ',' wearing ') newline"
"of adults consume food . white jacket takes present photos . while children hold balloon .","G.add_edge(' adults ',' food ',action=' consume ') newline G.add_edge(' adults ',' consume ') newline G.add_edge(' jacket ',' takes ') newline G.add_edge(' jacket ',' white ') newline G.add_edge(' photos ',' present ') newline G.add_edge(' children ',' balloon ',action=' hold ') newline G.add_edge(' children ',' hold ') newline"
"young men holding shovels . how is shovels ?","G.add_edge(' men ',' holding ') newline G.add_edge(' men ',' young ') newline  "
"two-wheel bike carrying several baskets . a girl wearing blue . people while standing around . how is bike ? how is baskets ?","G.add_edge(' bike ',' carrying ') newline G.add_edge(' bike ',' two-wheel ') newline G.add_edge(' baskets ',' several ') newline G.add_edge(' girl ',' blue ',action=' wearing ') newline G.add_edge(' girl ',' wearing ') newline G.add_edge(' people ',' around ',action=' standing ') newline G.add_edge(' people ',' standing ') newline G.has_edge(' bike ',' two-wheel ') newline G.has_edge(' baskets ',' several ') newline"
"a woman of kicking head . a mountain on climbing down . does woman kicking ?","G.add_edge(' woman ',' head ',action=' kicking ') newline G.add_edge(' woman ',' kicking ') newline G.add_edge(' mountain ',' down ',action=' climbing ') newline G.add_edge(' mountain ',' climbing ') newline G.has_edge(' woman ',' kicking ') newline"
"a child is sledding . is there a relation between child and sledding ?","G.add_edge(' child ',' sledding ',action=' is ') newline G.add_edge(' child ',' is ') newline G.has_edge(' child ',' sledding ') newline"
"of men each are fly-fishing . is there a men ?","G.add_edge(' men ',' fly-fishing ',action=' are ') newline G.add_edge(' men ',' are ') newline G.has_node(' men ') newline"
"basement play maracas . older men play blue string . sleeves on is firing . how is string ? is there a relation between sleeves and firing ?","G.add_edge(' basement ',' maracas ',action=' play ') newline G.add_edge(' basement ',' play ') newline G.add_edge(' men ',' play ') newline G.add_edge(' men ',' older ') newline G.add_edge(' string ',' blue ') newline G.add_edge(' sleeves ',' firing ',action=' is ') newline G.add_edge(' sleeves ',' is ') newline G.has_edge(' string ',' blue ') newline G.has_edge(' sleeves ',' firing ') newline"
"of people walk around .","G.add_edge(' people ',' around ',action=' walk ') newline G.add_edge(' people ',' walk ') newline"
"black hat build present something .","G.add_edge(' hat ',' build ') newline G.add_edge(' hat ',' black ') newline G.add_edge(' something ',' present ') newline"
